Genome	Order_VC_predicted	Family_VC_predicted	Genus_VC_predicted	VC	VC Subcluster	VC Status
Escherichia~phage~vB_EcoM_WFC	Unassigned	Unassigned	Unassigned			Overlap (VC_297/VC_298)
Escherichia~phage~vB_EcoM_WFH	Unassigned	Unassigned	Unassigned			Overlap (VC_297/VC_298)
Escherichia~phage~vB_EcoP_PTXU04	Unassigned	Unassigned	Unassigned			Outlier
Escherichia~phage~vB_EcoS-IME253	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~vB_EcoS_AHP42	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~vB_EcoS_AHS24	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~vB_EcoS_AKS96	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~vB_Eco_ACG-M12	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~vB_Ecos_CEB_EC3a	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~virus~BF23	Unassigned	Unassigned	Unassigned			Outlier
Escherichia~virus~KP26	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~virus~Rtp	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Faecalibacterium~phage~FP_Brigit	Unassigned	Unassigned	Unassigned			Outlier
Faecalibacterium~phage~FP_Lagaffe	Unassigned	Unassigned	Unassigned			Overlap (VC_195/VC_261)
Faecalibacterium~phage~FP_oengus	Unassigned	Unassigned	Unassigned			Outlier
Flavobacterium~phage~11b	Unassigned	Unassigned	Unassigned			Outlier
Flavobacterium~phage~FLiP	Unassigned	Unassigned	Unassigned			Singleton
Flavobacterium~phage~vB_FspS_tant8-1	Unassigned	Unassigned	Unassigned			Outlier
Geobacillus~phage~GBSV1	Unassigned	Unassigned	Unassigned			Overlap (VC_123/VC_238/VC_242)
Geobacillus~virus~E2	Unassigned	Unassigned	Unassigned			Overlap (VC_65/VC_67)
Geobacillus~virus~E3	Unassigned	Unassigned	Unassigned			Overlap (VC_173/VC_233)
Gluconobacter~phage~GC1	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~BritBrat	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~Demosthenes	Unassigned	Unassigned	Unassigned			Overlap (VC_482/VC_483)
Gordonia~phage~Eyre	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~GAL1	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~GMA3	Unassigned	Unassigned	Unassigned			Overlap (VC_483/VC_484)
Gordonia~phage~GMA4	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~GMA6	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~Ghobes	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~Gmala1	Unassigned	Unassigned	Unassigned			Overlap (VC_483/VC_484)
Gordonia~phage~GordDuk1	Unassigned	Unassigned	Unassigned			Overlap (VC_483/VC_484)
Gordonia~phage~GordTnk2	Unassigned	Unassigned	Unassigned			Overlap (VC_483/VC_484)
Gordonia~phage~JSwag	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Jumbo	Unassigned	Unassigned	Unassigned			Overlap (VC_483/VC_484)
Gordonia~phage~KatherineG	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Katyusha	Unassigned	Unassigned	Unassigned			Overlap (VC_482/VC_483)
Gordonia~phage~Kvothe	Unassigned	Unassigned	Unassigned			Overlap (VC_482/VC_483)
Gordonia~phage~Lucky10	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~Orchid	Unassigned	Unassigned	Unassigned			Outlier
Gordonia~phage~Remus	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Rosalind	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Soups	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Strosahl	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Waits	Unassigned	Unassigned	Unassigned			Overlap (VC_497/VC_509)
Gordonia~phage~Yvonnetastic	Unassigned	Unassigned	Unassigned			Outlier
Halobacterium~phage~phiH	Unassigned	Unassigned	Unassigned			Singleton
Halocynthia~phage~JM-2012	Unassigned	Unassigned	Unassigned			Outlier
Halogeometricum~pleomorphic~virus~1	Unassigned	Unassigned	Unassigned			Outlier
Halorubrum~pleomorphic~virus~3	Unassigned	Unassigned	Unassigned			Outlier
Halovirus~HGTV-1	Unassigned	Unassigned	Unassigned			Outlier
Halovirus~HHTV-1	Unassigned	Unassigned	Unassigned			Singleton
Halovirus~HRTV-4	Unassigned	Unassigned	Unassigned			Singleton
Halovirus~HRTV-7	Unassigned	Unassigned	Unassigned			Overlap (VC_522/VC_523)
Halovirus~HSTV-1	Unassigned	Unassigned	Unassigned			Singleton
Halovirus~HSTV-2	Unassigned	Unassigned	Unassigned			Overlap (VC_522/VC_523)
Halovirus~VNH-1	Unassigned	Unassigned	Unassigned			Singleton
His~1~virus	Unassigned	Unassigned	Unassigned			Singleton
His2~virus	Unassigned	Unassigned	Unassigned			Singleton
Hydrogenobaculum~phage~1	Unassigned	Unassigned	Unassigned			Singleton
Hyperthermophilic~Archaeal~Virus~1	Unassigned	Unassigned	Unassigned			Singleton
Hyperthermophilic~Archaeal~Virus~2	Unassigned	Unassigned	Unassigned			Singleton
Idiomarinaceae~phage~1N2-2	Unassigned	Unassigned	Unassigned			Overlap (VC_106/VC_113)
Klebsiella~phage~3~LV-2017	Unassigned	Unassigned	Unassigned			Overlap (VC_166/VC_301)
Klebsiella~phage~K64-1	Unassigned	Unassigned	Unassigned			Outlier
Klebsiella~phage~KN1-1	Unassigned	Unassigned	Unassigned			Outlier
Klebsiella~phage~KN3-1	Unassigned	Unassigned	Unassigned			Outlier
Klebsiella~phage~KN4-1	Unassigned	Unassigned	Unassigned			Outlier
Klebsiella~phage~ST16-OXA48phi5.4	Unassigned	Unassigned	Unassigned			Overlap (VC_166/VC_301)
Lactobacillus~phage~A2	Unassigned	Unassigned	Unassigned			Overlap (VC_528/VC_531)
Lactobacillus~phage~BH1	Unassigned	Unassigned	Unassigned			Overlap (VC_528/VC_531)
Lactobacillus~phage~CL1	Unassigned	Unassigned	Unassigned			Overlap (VC_529/VC_531)
Lactobacillus~phage~CL2	Unassigned	Unassigned	Unassigned			Overlap (VC_529/VC_531)
Lactobacillus~phage~J-1	Unassigned	Unassigned	Unassigned			Overlap (VC_528/VC_531)
Lactobacillus~phage~LJ	Unassigned	Unassigned	Unassigned			Overlap (VC_528/VC_531)
Lactobacillus~phage~Lb	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~phage~LfeInf	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~phage~LfeSau	Unassigned	Unassigned	Unassigned			Overlap (VC_284/VC_529)
Lactobacillus~phage~Lrm1	Unassigned	Unassigned	Unassigned			Overlap (VC_528/VC_531)
Lactobacillus~phage~Lv-1	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~phage~PL-1	Unassigned	Unassigned	Unassigned			Overlap (VC_528/VC_531)
Lactobacillus~phage~PLE3	Unassigned	Unassigned	Unassigned			Overlap (VC_529/VC_531)
Lactobacillus~phage~Sha1	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~phage~T25	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~phage~iLp1308	Unassigned	Unassigned	Unassigned			Overlap (VC_529/VC_531)
Lactobacillus~phage~iLp84	Unassigned	Unassigned	Unassigned			Overlap (VC_529/VC_531)
Lactobacillus~phage~phiadh	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~prophage~Lj928	Unassigned	Unassigned	Unassigned			Outlier
Lactobacillus~virus~Lb338-1	Unassigned	Unassigned	Unassigned			Outlier
Lactococcus~phage~1358	Unassigned	Unassigned	Unassigned			Overlap (VC_213/VC_467)
Lactococcus~phage~1706	Unassigned	Unassigned	Unassigned			Outlier
Lactococcus~phage~28201	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_532/VC_546)
Lactococcus~phage~98201	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_532/VC_546)
Lactococcus~phage~BK5-T	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_546)
Lactococcus~phage~P087	Unassigned	Unassigned	Unassigned			Outlier
Lactococcus~phage~P335~sensu~lato	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_546)
Lactococcus~phage~TP901-1	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_127/VC_130)
Lactococcus~phage~Tuc2009	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_127/VC_130)
Lactococcus~phage~asccphi28	Unassigned	Unassigned	Unassigned			Outlier
Lactococcus~phage~bIL285	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_238/VC_242)
Lactococcus~phage~bIL286	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_546)
Lactococcus~phage~bIL309	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_546)
Lactococcus~phage~bIL311	Unassigned	Unassigned	Unassigned			Outlier
Lactococcus~phage~ul36	Unassigned	Unassigned	Unassigned			Overlap (VC_125/VC_127/VC_130)
Lactococcus~virus~KSY1	Unassigned	Unassigned	Unassigned			Singleton
Leptospira~phage~LE1	Unassigned	Unassigned	Unassigned			Singleton
Listeria~phage~P35	Unassigned	Unassigned	Unassigned			Overlap (VC_213/VC_467)
Listeria~phage~P40	Unassigned	Unassigned	Unassigned			Overlap (VC_213/VC_467)
Listeria~phage~WIL-1	Unassigned	Unassigned	Unassigned			Outlier
Listonella~phage~phiHSIC	Unassigned	Unassigned	Unassigned			Overlap (VC_106/VC_291)
Mannheimia~phage~vB_MhM_1127AP1	Unassigned	Unassigned	Unassigned			Overlap (VC_161/VC_163)
Mannheimia~phage~vB_MhM_587AP1	Unassigned	Unassigned	Unassigned			Overlap (VC_161/VC_163)
Mannheimia~phage~vB_MhS_1152AP2	Unassigned	Unassigned	Unassigned			Overlap (VC_37/VC_423)
Mannheimia~phage~vB_MhS_535AP2	Unassigned	Unassigned	Unassigned			Overlap (VC_37/VC_423)
Mannheimia~phage~vB_MhS_587AP2	Unassigned	Unassigned	Unassigned			Overlap (VC_37/VC_423)
Mannheimia~virus~PHL101	Unassigned	Unassigned	Unassigned			Overlap (VC_161/VC_163)
Marinomonas~phage~P12026	Unassigned	Unassigned	Unassigned			Overlap (VC_106/VC_113)
Metallosphaera~turreted~icosahedral~virus	Unassigned	Unassigned	Unassigned			Singleton
Microbacterium~phage~Hendrix	Unassigned	Unassigned	Unassigned			Outlier
Microbacterium~phage~Krampus	Unassigned	Unassigned	Unassigned			Outlier
Microbacterium~phage~MementoMori	Unassigned	Unassigned	Unassigned			Outlier
Microbacterium~phage~Min1	Unassigned	Unassigned	Unassigned			Outlier
Microviridae~IME-16	Unassigned	Unassigned	Unassigned			Singleton
Morganella~phage~vB_MmoM_MP1	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~39HC	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Adawi	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Adler	Unassigned	Unassigned	Unassigned			Singleton
Mycobacterium~phage~Akoma	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Athena	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Baee	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Bane1	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Bernardo	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Bipper	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~BrownCNA	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~ChrisnMich	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Cooper	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~DS6A	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Dori	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Gadjet	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Gaia	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Gengar	Unassigned	Unassigned	Unassigned			Overlap (VC_494/VC_495)
Mycobacterium~phage~Godines	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_508/VC_514/VC_515)
Mycobacterium~phage~Hosp	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~JAMaL	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Jabbawokkie	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Jolie1	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~KayaCho	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Kratio	Unassigned	Unassigned	Unassigned			Overlap (VC_494/VC_495)
Mycobacterium~phage~Nigel	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~OkiRoe	Unassigned	Unassigned	Unassigned			Overlap (VC_494/VC_495)
Mycobacterium~phage~Omnicron	Unassigned	Unassigned	Unassigned			Overlap (VC_494/VC_495)
Mycobacterium~phage~Phaedrus	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Phelemich	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Phlyer	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Pipefish	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_507/VC_514/VC_515)
Mycobacterium~phage~Qyrzula	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_508/VC_514/VC_515)
Mycobacterium~phage~Reprobate	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Rosebush	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_508/VC_514/VC_515)
Mycobacterium~phage~Sbash	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Stinger	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Tortellini	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Vincenzo	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~phage~Wildcat	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~phage~Zemanar	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~virus~Acadian	Unassigned	Unassigned	Unassigned			Overlap (VC_514/VC_515)
Mycobacterium~virus~Avani	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~virus~Babsiella	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~virus~Brujita	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~virus~Che9c	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~virus~Che9d	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~virus~Larva	Unassigned	Unassigned	Unassigned			Overlap (VC_494/VC_495)
Mycobacterium~virus~TA17a	Unassigned	Unassigned	Unassigned			Overlap (VC_506/VC_508/VC_514/VC_515)
Mycobacterium~virus~Wonder	Unassigned	Unassigned	Unassigned			Outlier
Mycobacterium~virus~Yoshi	Unassigned	Unassigned	Unassigned			Outlier
Mycoplasma~virus~P1	Unassigned	Unassigned	Unassigned			Singleton
Natrialba~phage~PhiCh1	Unassigned	Unassigned	Unassigned			Outlier
Nitrincola~phage~1M3-16	Unassigned	Unassigned	Unassigned			Outlier
Nitrosopumilus~spindle-shaped~virus	Unassigned	Unassigned	Unassigned			Singleton
Nocardia~phage~NBR1	Unassigned	Unassigned	Unassigned			Outlier
Paenibacillus~phage~Harrison	Unassigned	Unassigned	Unassigned			Outlier
Paenibacillus~phage~PG1	Unassigned	Unassigned	Unassigned			Outlier
Paenibacillus~phage~Vegas	Unassigned	Unassigned	Unassigned			Outlier
Pantoea~phage~LIMElight	Unassigned	Unassigned	Unassigned			Outlier
Paracoccus~phage~Shpa	Unassigned	Unassigned	Unassigned			Outlier
Pectobacterium~phage~ZF40	Unassigned	Unassigned	Unassigned			Outlier
Pectobacterium~phage~phiTE	Unassigned	Unassigned	Unassigned			Overlap (VC_73/VC_74)
Pelagibacter~phage~HTVC008M	Unassigned	Unassigned	Unassigned			Outlier
Pelagibacter~phage~HTVC010P	Unassigned	Unassigned	Unassigned			Outlier
Pelagibacter~phage~HTVC011P	Unassigned	Unassigned	Unassigned			Outlier
Pelagibacter~phage~HTVC019P	Unassigned	Unassigned	Unassigned			Outlier
Phage~MedPE-SWcel-C56	Unassigned	Unassigned	Unassigned			Outlier
Phormidium~virus~WMP4	Unassigned	Unassigned	Unassigned			Outlier
Planktothrix~phage~PaV-LD	Unassigned	Unassigned	Unassigned			Outlier
Propionibacterium~phage~B5	Unassigned	Unassigned	Unassigned			Singleton
Propionibacterium~phage~PFR1	Unassigned	Unassigned	Unassigned			Overlap (VC_144/VC_592)
Propionibacterium~phage~PFR2	Unassigned	Unassigned	Unassigned			Overlap (VC_144/VC_592)
Proteus~phage~PM~85	Unassigned	Unassigned	Unassigned			Outlier
Proteus~phage~VB_PmiS-Isfahan	Unassigned	Unassigned	Unassigned			Outlier
Proteus~phage~vB_PmiM_Pm5461	Unassigned	Unassigned	Unassigned			Outlier
Pseudoalteromonas~phage~BS5	Unassigned	Unassigned	Unassigned			Outlier
Pseudoalteromonas~phage~H103	Unassigned	Unassigned	Unassigned			Outlier
Pseudoalteromonas~phage~H105/1	Unassigned	Unassigned	Unassigned			Outlier
Pseudoalteromonas~phage~Pq0	Unassigned	Unassigned	Unassigned			Overlap (VC_106/VC_113)
Pseudoalteromonas~phage~RIO-1	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~201phi2-1	Unassigned	Unassigned	Unassigned			Overlap (VC_391/VC_415)
Pseudomonas~phage~AF	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~CHA_P1	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~JBD44	Unassigned	Unassigned	Unassigned			Overlap (VC_55/VC_107)
Pseudomonas~phage~KPP10	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~LKA1	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~Littlefix	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~NP1	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~Noxifer	Unassigned	Unassigned	Unassigned			Overlap (VC_391/VC_415)
Pseudomonas~phage~PA7	Unassigned	Unassigned	Unassigned			Overlap (VC_391/VC_415)
Pseudomonas~phage~PAJU2	Unassigned	Unassigned	Unassigned			Overlap (VC_55/VC_107)
Pseudomonas~phage~PAK_P3	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~PAK_P5	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~PMBT14	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~PP7	Unassigned	Unassigned	Unassigned			Singleton
Pseudomonas~phage~PS-1	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~PaMx11	Unassigned	Unassigned	Unassigned			Overlap (VC_3/VC_117)
Pseudomonas~phage~PaMx25	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~PaMx28	Unassigned	Unassigned	Unassigned			Overlap (VC_5/VC_117)
Pseudomonas~phage~PaMx74	Unassigned	Unassigned	Unassigned			Overlap (VC_5/VC_117)
Pseudomonas~phage~Pf3	Unassigned	Unassigned	Unassigned			Singleton
Pseudomonas~phage~PhiPA3	Unassigned	Unassigned	Unassigned			Overlap (VC_391/VC_415)
Pseudomonas~phage~SL2	Unassigned	Unassigned	Unassigned			Overlap (VC_391/VC_415)
Pseudomonas~phage~SM1	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~VCM	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_52)
Pseudomonas~phage~YMC11/02/R656	Unassigned	Unassigned	Unassigned			Overlap (VC_55/VC_107)
Pseudomonas~phage~ZC03	Unassigned	Unassigned	Unassigned			Overlap (VC_7/VC_13)
Pseudomonas~phage~ZC08	Unassigned	Unassigned	Unassigned			Overlap (VC_7/VC_13)
Pseudomonas~phage~pf16	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~phCDa	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~phi-2	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~phi2	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~phi8	Unassigned	Unassigned	Unassigned			Singleton
Pseudomonas~phage~phiNV3	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~phiPMW	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~phiPsa374	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_52)
Pseudomonas~phage~vB_PaeM_G1	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~vB_PaeM_PAO1_Ab03	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~vB_PaeM_PS24	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_51)
Pseudomonas~phage~vB_PaeP_Tr60_Ab31	Unassigned	Unassigned	Unassigned			Outlier
Pseudomonas~phage~vB_PaeS_PAO1_Ab18	Unassigned	Unassigned	Unassigned			Overlap (VC_3/VC_117)
Pseudomonas~phage~vB_PsyM_KIL1	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_52)
Pseudomonas~phage~vB_PsyM_KIL4	Unassigned	Unassigned	Unassigned			Overlap (VC_50/VC_52)
Pseudomonas~virus~D3	Unassigned	Unassigned	Unassigned			Overlap (VC_55/VC_107)
Pseudomonas~virus~PMG1	Unassigned	Unassigned	Unassigned			Overlap (VC_55/VC_107)
Pseudomonas~virus~Pf1	Unassigned	Unassigned	Unassigned			Singleton
Pseudomonas~virus~phiKZ	Unassigned	Unassigned	Unassigned			Overlap (VC_391/VC_415)
Psychrobacter~phage~Psymv2	Unassigned	Unassigned	Unassigned			Outlier
Psychrobacter~phage~pOW20-A	Unassigned	Unassigned	Unassigned			Outlier
Pyrobaculum~filamentous~virus~1	Unassigned	Unassigned	Unassigned			Singleton
Pyrococcus~abyssi~virus~1	Unassigned	Unassigned	Unassigned			Singleton
Ralstonia~phage~1~NP-2014	Unassigned	Unassigned	Unassigned			Outlier
Ralstonia~phage~RS138	Unassigned	Unassigned	Unassigned			Outlier
Ralstonia~phage~RSK1	Unassigned	Unassigned	Unassigned			Outlier
Ralstonia~phage~RSP15	Unassigned	Unassigned	Unassigned			Outlier
Ralstonia~phage~RSS30	Unassigned	Unassigned	Unassigned			Outlier
Ralstonia~phage~phiRSL1	Unassigned	Unassigned	Unassigned			Outlier
Rhizobium~phage~RHEph02	Unassigned	Unassigned	Unassigned			Overlap (VC_84/VC_85)
Rhizobium~phage~RHEph08	Unassigned	Unassigned	Unassigned			Overlap (VC_84/VC_85)
Rhizobium~phage~RHEph09	Unassigned	Unassigned	Unassigned			Overlap (VC_84/VC_85)
Rhizobium~phage~RR1-B	Unassigned	Unassigned	Unassigned			Outlier
Rhizobium~phage~vB_RglS_P106B	Unassigned	Unassigned	Unassigned			Outlier
Rhodobacter~phage~RcapMu	Unassigned	Unassigned	Unassigned			Outlier
Rhodobacter~phage~RcapNL	Unassigned	Unassigned	Unassigned			Outlier
Rhodococcus~phage~E3	Unassigned	Unassigned	Unassigned			Outlier
Rhodococcus~phage~REQ1	Unassigned	Unassigned	Unassigned			Singleton
Rhodococcus~phage~REQ2	Unassigned	Unassigned	Unassigned			Overlap (VC_381/VC_383)
Rhodococcus~phage~ReqiDocB7	Unassigned	Unassigned	Unassigned			Outlier
Rhodococcus~phage~ReqiPine5	Unassigned	Unassigned	Unassigned			Outlier
Rhodococcus~phage~Sleepyhead	Unassigned	Unassigned	Unassigned			Outlier
Rhodococcus~phage~Whack	Unassigned	Unassigned	Unassigned			Overlap (VC_381/VC_383)
Rhodoferax~phage~P26218	Unassigned	Unassigned	Unassigned			Outlier
Rhodothermus~phage~RM378	Unassigned	Unassigned	Unassigned			Singleton
Rhodovulum~phage~vB_RhkS_P1	Unassigned	Unassigned	Unassigned			Outlier
S10CNODE_145_length_25698_cov_6.087275||full	Unassigned	Unassigned	Unassigned			Outlier
S10CNODE_27_length_87275_cov_60.919720||full_1	Unassigned	Unassigned	Unassigned			Overlap (VC_543/VC_547)
S10CNODE_322_length_12832_cov_5.120373||full	Unassigned	Unassigned	Unassigned			Outlier
S10CNODE_395_length_10710_cov_159.974941||full	Unassigned	Unassigned	Unassigned			Singleton
S10CNODE_413_length_10183_cov_6.099329||full	Unassigned	Unassigned	Unassigned			Outlier
